,sms_message,label
1300,Great to hear you are settling well. So what's happenin wit ola?,0
2297,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,1
1451,Msg me when rajini comes.,0
786,"She was supposed to be but couldn't make it, she's still in town though",0
3733,Gud mrng dear hav a nice day,0
678,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",0
2428,Do you think i can move  &lt;#&gt;  in a week,0
3459,Have your lunch and come quickly and open the door:),0
1494,How are you with moneY...as in to you...money aint a thing....how are you sha!,0
5121,"Oops I did have it,  &lt;#&gt; ?",0
1999,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",0
5281,"And how you will do that, princess? :)",0
1745,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,1
1564,Get ready to put on your excellent sub face :),0
161,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,0
2932,Hi' Test on  &lt;#&gt; rd ....,0
742,Do well :)all will for little time. Thing of good times ahead:,0
5452,What???? Hello wats talks email address?,0
3842,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,0
4607,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",0
4216,No dear i was sleeping :-P,0
979,Hey you can pay. With salary de. Only  &lt;#&gt; .,0
1457,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,0
2191,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",0
358,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,1
1665,Ü v ma fan...,0
4717,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",0
4091,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,1
2982,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",0
4691,Ok no prob,0
1099,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,0
1308,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",1
1028,Are you not around or just still asleep? :V,0
4596,Yo sorry was in the shower sup,0
2169,Thx. All will be well in a few months,0
968,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,0
5344,When you guys planning on coming over?,0
4404,Just getting back home,0
5227,I re-met alex nichols from middle school and it turns out he's dealing!,0
1854,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,0
3369,"Hey elaine, is today's meeting still on?",0
4709,"Did you say bold, then torch later. Or one torch and 2bold?",0
1508,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0
1682,Y lei?,0
2745,"Tick, tick, tick ... Babe",0
4301,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",0
2620,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,1
4923,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,0
4086,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",1
4221,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,0
634,Got it. Seventeen pounds for seven hundred ml – hope ok.,0
862,Your brother is a genius,0
368,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,1
3627,Yeah right! I'll bring my tape measure fri!,0
1233,1's finish meeting call me.,0
2283,Whom you waited for yesterday,0
4274,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",0
4310,He dint tell anything. He is angry on me that why you told to abi.,0
1314,How abt making some of the pics bigger?,0
2581,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.,1
312,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",1
1729,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0
2531,So the sun is anti sleep medicine.,0
908,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,0
2893,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,0
2386,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",1
4239,Lol wtf random. Btw is that your lunch break,0
4489,Call me when you get the chance plz &lt;3,0
1552,In e msg jus now. U said thanks for gift.,0
4486,What not under standing.,0
468,When are you going to ride your bike?,0
4185,I just really need shit before tomorrow and I know you won't be awake before like 6,0
888,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,0
2108,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",0
3332,How much it will cost approx . Per month.,0
4437,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0
644,Ya very nice. . .be ready on thursday,0
1678,Lol where do u come up with these ideas?,0
4193,&lt;#&gt;  w jetton ave if you forgot,0
464,"Sorry, I'll call later ok bye",0
3703,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,0
3916,Ard 530 lor. I ok then message ü lor.,0
729,Exactly. Anyways how far. Is jide her to study or just visiting,0
3053,Please leave this topic..sorry for telling that..,0
2345,Okie...,0
4446,"2 celebrate my bday, y else?",0
2488,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,0
448,I wont get concentration dear you know you are my mind and everything :-),0
1800,"If we hit it off, you can move in with me :)",0
1195,Ok... C ya...,0
1945,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",0
1207,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",1
1465,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,0
275,No objection. My bf not coming.,0
3572,But you dint in touch with me.,0
269,The evo. I just had to download flash. Jealous?,0
4690,"Didn't try, g and I decided not to head out",0
2591,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,0
3847,Pls go there today  &lt;#&gt; . I dont want any excuses,0
3829,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,0
2344,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0
3045,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,0
4429,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,0
4884,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0
4211,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),0
2801,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",0
172,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",0
3981,ringtoneking 84484,1
1442,Ya:)going for restaurant..,0
1546,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",0
5505,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,0
2996,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,0
5027,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,1
3875,No. Did you multimedia message them or e-mail?,0
3990,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,0
569,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,0
4122,Yunny... I'm goin to be late,0
3800,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",0
892,I am great princess! What are you thinking about me? :),0
1075,Aight ill get on fb in a couple minutes,0
4792,Send me your resume:-),0
3525,Yeah that'd pretty much be the best case scenario,0
677,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,0
364,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,0
4820,Got smaller capacity one? Quite ex...,0
3342,Still i have not checked it da. . .,0
5443,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,1
3742,2/2 146tf150p,1
63,"Sorry my roommates took forever, it ok if I come by now?",0
262,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,0
4395,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,0
1591,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",0
1068,Meeting u is my work. . . Tel me when shall i do my work tomorrow,0
5120,PRIVATE! Your 2003 Account Statement for 078,1
5046,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",0
2636,Tiwary to rcb.battle between bang and kochi.,0
3888,Cab is available.they pick up and drop at door steps.,0
5069,Talk to g and x about that,0
4467,Hey u still at the gym?,0
3600,Then wat r u doing now? Busy wif work?,0
4065,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,0
5284,Sent me ur email id soon,0
3500,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,0
4214,I attended but nothing is there.,0
524,"That's very rude, you on campus?",0
3396,Then i buy.,0
814,I borrow ur bag ok.,0
3844,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,0
4898,I cant pick the phone right now. Pls send a message,0
697,"Aight, you close by or still down around alex's place?",0
1542,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,0
426,Ok. She'll be ok. I guess,0
2034,IM GONNA MISS U SO MUCH,0
112,Going for dinner.msg you after.,0
2066,Cos daddy arranging time c wat time fetch ü mah...,0
3729,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,0
1097,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,1
