,comment,label
6568,day 1: ✅ ✅ i got rly lazy for some of the work outs and felt extremely tired when doing the work outs but i still managed to to do it it burned my stomach but i wanna get an hourglass figure so! come back for day 2❤🎉,0
2493,"video yang bagus dan pidato yang bagus, saya mendapat untung besar dari investasi saya sejak saya mulai berdagang dengan Ibu Baldwin Anastasia, strategi perdagangannya adalah yang terbaik",1
8385,I wonder how many cuss words will he say if he saw King Kong in real life,0
6238,"After I put the milk with the dry ingredients, it became Oreo milk",0
82,Discover a beautiful song of A young Moroccan     http://www.linkbucks.com/AcN2g﻿,1
7281,"I&#39;ma do this until 15 September:)<br>Goal:Abs,smaller waist 👍<br>-✔️day one,it hurt so much,kinda got lost,but I&#39;m proud,hope I&#39;ll finish it😭<br>-✔️day two,it hurts ughh,but I&#39;m proud that I continue this:)",0
2837,She's on F.B you can get in touch,1
3144,"@Jessica Super reach her on watsap
 👇",1
5197,"T.h.a.n.k.s f.o.r w.a.t.c.h.i.n.g. f.o.r m.o.r.e. e.n.l.i.g.h.n.t.m.e.n.t*
 *W:h:a:t:s:A:p:p+1(5:6:7)(7:0:3)(7:1:8:6)*?",1
2006,Blockchains are so exciting!,1
1527,"Being a newbie in Bitcoin investment and trading is
 very discouraging but since I met Mrs Annabelle Hartfield , she has really been careful in handling my investment.",1
7409,doing this everyday ... remind me to come back<br>day 1 : ✅️,0
11490,"@Jhonata Daniel if i had a strong leader who decides to invade his neighbouring country and wage war i’d be moving some where else lmao. Theres bigger problems in the world, being a strong leader isn’t really a compliment when he makes dumb decision at the cost of his people and peace.",0
10489,When Putin’s wife asks for a divorce.,0
3706,Hello Mrs Jane is legit and her method works like magic I keep on earning every single week with her new strategies..,1
5306,THE JOURNEY WAS SO TIGHT AND THE SCAMMERS MADE IT REALLY HARD BUT OLLYHACK VIA TELEGRAM MAKE IT REAL ??,1
5645,He abuses his cats,0
3754,This coin never reach $200 or $500 solano and stellar are best,1
3269,Best smile an personality award forget turo! Nawh jk great info appreciate your energy! Put down momma we all need guidance! Great work giving it back an no higher level of learning but teaching! Keep it up God bless!! Realsourceinvestment🪐ORG,1
2013,"ᴡʜᴀᴛꜱᴀᴘᴘ✙𝟭𝟮𝟰𝟴𝟯𝟰𝟮𝟮𝟲𝟱𝟯
 ᴍᴏʀᴇ ᴜᴘᴅᴀᴛᴇꜱ ᴏɴ ʜᴏᴡ ᴛᴏ ɪɴᴠᴇsᴛ ɪɴ ᴄʀʏᴘᴛᴏ📊
 ᴡʜᴀᴛꜱᴀᴘᴘ✙𝟭𝟮𝟰𝟴𝟯𝟰𝟮𝟮𝟲𝟱𝟯
 ᴍᴏʀᴇ ᴜᴘᴅᴀᴛᴇꜱ ᴏɴ ʜᴏᴡ ᴛᴏ ɪɴᴠᴇsᴛ ɪɴ ᴄʀʏᴘᴛᴏ📊
 👆👆👆",1
5912,"i burned mine:,)",0
10149,"Very intense matches, much appreciation for the teams 👏 I&#39;m in love with this tournament)",0
131,Follow me on Instagram. _chris_cz  ﻿,1
6705,"Doing this everyday until the end of holidays I’m also on a diet:<br><br>Day 1: ✅ wasn’t too hard, definitely got a bit puffed.<br>Day 2: ✅forgot to update this thing yesterday but was good, got a good workout out of it and the Russian twists were very hard.<br>Day 3:✅can’t see any physical differences but I feel lighter than usual for some reason.<br>Day 4: ✅Complete! same as yesterday can kinda see physical differences.<br>Day 5:<br>Day 6:<br>Day 7: <br>Day 8:<br>Day 9: <br>Day 10:",0
1338,"SUCCESSFUL PEOPLE DON'T BECOME THAT WAY OVERNIGHT. WHAT MOST PEOPLE SEE AT A GLANCE WEALTH, A GREAT CAREER, PURPOSE IS THE RESULT OF HARD WORK AND HUSTLE OVER TIME. I PRAY THAT ANYONE WHO READS THIS WILL BE SUCCESSFUL IN LIFE",1
3178,WORDS ARE NOT ENOUGH TO EXPRESS MY GRATITUDE TOWARDS YOUR KINDNESS TO OUR FAMILY REALSOURCEINVESTMENT🪐ORG WE ALL SAY THANK YOU VERY MUCH,1
8798,Watching this in September 2022,0
4816,"Getting ￡50.000 on every ￡5.50
 investment in a space of every week with
 Expert Mrs Brianna",1
3567,I’ll never regret meeting these guys 👆👆and even working with them. Their good deeds will always be rewarded,1
8916,"Flippin&#39; AMAZING, extraordinary vocals, song, production, etc.  Jay Z definitely found THE right voice for this tune.  WOW.",0
2717,I have been scammed by many fake people over here but *Leziohacks on Instagram* retrieved all my coin’ that I lost to fake people,1
301,":: ATTENTION : WE NEED 10 Million Views More for FIREWORK to Reach 500M .. We have only 1 and half day left for katy's birtgday. Listen How it could be possible?? &gt;&gt;JUST Open different Tabs from Different Browser &gt;&gt;Dont Watch Full Video, Remember We dont have time on hand, Its Time Wasting. View it only for 30 sec. Plz thumbs up and share﻿",1
9427,The greatest of all time,0
6916,Reminder,0
2392,"2022 y me funciono perfecto, muchisimas gracias!",1
7092,YOU GOT THIS!!,0
11433,"I want to know what happen after the <a href=""https://www.youtube.com/watch?v=ucEs0nBuowE&amp;t=1m46s"">1:46</a> minute. 😂",0
10343,don´t worry! We will get the cup,0
9774,"that horror!!! Im sing &quot; Im gorilla, gorilla&quot; excuse me hahahaah ... I little english",0
1689,"I lost alot of funds trading on my own, then I was told about exp Lisa she made back my lost funds in 7days and made an extra profit of me",1
5268,"Danke an *randyfred* auf !In?????????????? hat er mir geholfen, meine verlorene BTC wiederzufinden..Ich bin sehr froh, dass ich ihm vertraut habe",1
11204,This basically sounds like… “I didn’t remember my lines before the meeting… I’m just doing my best to say the thing you told me to say before we came here. Uhh… please… help me out man. The thing… the thing we was talking’ bout… yeah. I support that… the thing.”,0
8774,You gon learn today,0
7644,I wish he was as funny to me as he is to everyone else. I&#39;m literally watching this trying to laugh.,0
11110,"look Boss, I have a family, I&#39;ll agree with whatever you say. I like my arms &amp; legs attached to my body. I&#39;m sure you&#39;re totally correct, I&#39;m only guessing, and, i hope it&#39;s agreeable, if not, I&#39;ll make it agreeable, for you~~",0
7338,how many calories does this burn??,0
8255,@Joshua James <br>Lesbian <br>Jennifer Lopez   and   Justin Pullin<br>Luis Luciano  and  Danielle Pullin<br>Scott Brown  and   Misty Oiler<br>Mike Ellis   and   Megan Oiler<br>Kevin story  and   Michelle Oiler<br>Brandlyn pursley  and   Latiana Luciano<br>Tyler Johnson  and   Jeanette spirit<br>Ronnie marrero  and   Kelly Hammond,0
457,Check out this video on YouTube:<br /><br />﻿,1
10805,It is immediately clear that everything is from the heart.,0
581,EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿,1
8402,Hey Kevin  first an far most i would like to wish u great health  an do n well im not go n to lie 2 you ima be honest  with you cause thats all I can do I know a lil not a lot about whats go n on  not a whole lot but I have an idea kinda an I would like to say thank you im sorry we couldn&#39;t meet but I wanna say thank you alot like an most of all for taking the time to do all this much respect  on my side I don&#39;t know how it got this far  im just happy you were  able to clear all of this I just wanted  all of this to be over  but this is the only way I can say thank u threw this comment  well don&#39;t wanna waste any more of  your time im sorry if I did anything  wrong in any way like I said I have a clue but thank you I don&#39;t know how to ever repay you or how many  thanks but thank u now we can all move on hopefully  for the best much respect  George Washington  an to everyone  that has supported  this whatever  it was thank u,0
3673,👆👆👆got my best recommendations couldn't have done it without him…,1
7606,"Doing this everyday until my cousins waterpark bday<br>-goal: lose belly fat before or on next friday<br><b>pls like to remind me</b><br>Day 1: ✅ my legs shook a lot, harder thaN I THOUGHT! but it was also relativley easy. def reccomend. its okay, my abs dont feel burning or anything atm<br>Day 2:✅(ty for whoever liked i forgot to edit this last night) i had 1 and half of volleyball so i had a little hard time doing this but it wasnt much burn. abs r starting to hurt tho 😂",0
4180,I never regret trusting you👆👆👆your mining software is real and working perfectly I got the 4Btc this morning sir🙏,1
7000,@best nishimura riki stan yes I just ate a whole bag of chips but I’ll do the exercise now!,0
3555,ULTIMATELY THE BEST.🔝🔝,1
2007,<👎This is her Wh@tsApp contact....,1
10534,"Whoops! Putin pressed him so hard, that he accidentally let the cat out of the bag, much to Putin&#39;s chagrin.",0
11050,All the people in the world as possible as stop these two persons,0
4245,"@Melissa REID It's really amazing seeing Ms Galia Benartzi been mentioned, She helped in increasing my performance which has made me $23k from just the past two quarters alone, I have learned why they make enormous returns from the seemingly unknown market.",1
7693,Kevin and Cardi would be a perfect combination as a stand up comedian those both are very hilarious ..... Much respect to u kevin,0
9751,@M no it was released on march 2007 but the video was uploaded in 2009,0
8322,Why would you throw a pen at it 😂🤣🤣😂😂,0
3373,"Contacting the dude 👆👆 was absolutely a wise choice, he's the best there is 🙇..",1
6081,"It&#39;s been 2 hours, how is your cake?",0
8885,Rihanna  is a good singer who sing  Umbrella  feat  Jay Z,0
10892,"Wow. That was bowing to the king supreme!!!<br>I feel a ‘Russian revolution’ is making comeback a century later. <br>Sweet, I hope it works out better for the people this time around. 👍💪<br>RUSSIANS, STAND UP TO PUTIN! 🤘",0
7395,Just started today!<br>Day. 1 :  Don’t see much of a difference but a little bit<br>Day 2 : starting to see the forming hour glass,0
1884,I'm just so glad I made my first withdrawal today trading with Mr. Paulson Dmitriev. Congrats to me guys!!!!,1
9351,"The most productive era of Rihanna, what an awesomeness, good days they were...",0
2297,"THANK YOU. Be sure to check your cable. 10 hours of debugging final led me to this site, the drivers, and THEN to a USB cable issue. Many of the cables supplied with phones are for charging only and don't pass data. EVIL. It took me a long time to remember this!!",1
4441,"Hello,I'm a newbie in crypto,, what's the best way to get started with trade cos I've been making my personal research for a while now",1
5278,"You all are really. This same *DANTECHIES* got my crypto restored back to my wallet, I'm so happy??...",1
8186,Now i know the origin of the memes😍🔥,0
812,CHECK OUT MY CHANNEL BOYS AND GIRLS ;),1
5945,Bruh this how they be cooking in prison,0
6627,so literally i want to loose atleast 10 kg but my goal is to loose 21 kg. thats super hard but i hope ill do it by looking after food and keeping myself on some diet while doing workouts. i hope this will help me to reach my goal. i dont know how much time this will take but idc i just want to do it really bad and thats it. im gonna do it for a week and see if theres any chnages.<br>Btw im 153cm 71kg. Stomachs fatest place 109cm. Waist 84cm ew. B00BIES 95cm. Leg fatest area 67cm right and 63cm left. hand fatest area 37cm left and 36 right. wrist 17cm left and 17 right. thats all i hope ill see some progress hehe.<br>DAY 1:<br>Just finished. IT felt good and bad at the same time. I cheated a bit while resting heh. I think ill do it the second time today but im not sure. ITs not really hard but not easy too.,0
3428,I will never stop praising you 👆👆👆 @Bithubtech on telegram for the successful generation of 2btc,1
6687,me and my friend are doing this everyday starting yesterday till oct 1st(hoco)<br><br>Day one(sunday): did it once it was a bit difficult <br><br>day two(monday) : I did it twice for no reason and second time it hurt like hell,1
4754,"Even if this recovery is the last good you guys did for me, thank you for being with us at the moment of making the period. Thank you again for your courage and I want to thank all of you once again for being a part of money recovery memories…",1
8306,"<a href=""https://www.youtube.com/watch?v=cLnFSqpyQDg&amp;t=9m24s"">9:24</a> If you listen to Tobi Lou music you’d be gasping too",0
2939,Dr. Darragh Ryan is not much of a talker but a doer. I never believed when he told me i could make profit from trading until i withdrew 3btc to my block chain just January here. The guy is good when it comes to trading and i will recommend him for other investors.,1
